ticker,sharpe,max_dd,score
WRB,0.5455627886877928,-0.34477044453724226,0.3731775664191717
CDNS,0.5930523556447442,-0.446448806529015,0.36982795238023675
C,0.529662404044371,-0.3220795040514247,0.3686226520186587
HCA,0.5654852234138492,-0.4018726992951068,0.3645488737662958
NVR,0.5646481698185167,-0.4002642214145037,0.3645160591112649
COST,0.5542938586949427,-0.39424878241830563,0.3571694674857899
GL,0.5083675724450442,-0.30902078720922455,0.3538571788404319
FSLR,0.6195436523470443,-0.5397941196184074,0.34964659253784064
AXP,0.5389107288761368,-0.3845805961003077,0.34662043082598293
CB,0.5022149251125926,-0.3159296519331265,0.34425009914602933
PH,0.5534325489606503,-0.4228798805642149,0.34199260867854286
ROL,0.5465034932621204,-0.4123207857837111,0.3403431003702649
ABBV,0.5401747097628103,-0.40170382638342816,0.33932279657109626
TTWO,0.5656849896546569,-0.4571471015241565,0.3371114388925786
ROK,0.5202123718053598,-0.37635199735196057,0.33203637312937956
SMCI,0.6831134113520039,-0.7058899145247024,0.3301684540896527
VTR,0.5175867759466692,-0.37540187547620696,0.32988583820856576
POOL,0.5188360614922601,-0.38702340025296034,0.32532436136577997
WFC,0.5074775712109838,-0.3668780124677219,0.32403856497712286
PKG,0.5083394409603914,-0.3736407231826281,0.32151907936907737
QCOM,0.5917749487339033,-0.5420616971967072,0.32074410013554977
MSCI,0.5812855408781834,-0.52734327232076,0.31761390471780343
KEYS,0.5023293880111356,-0.3711009200246035,0.31677892799883384
IRM,0.4930856127958005,-0.35341293841740506,0.31637914358709796
TMO,0.5505931798606403,-0.4686103950953304,0.31628798231297506
BAC,0.5064536073685459,-0.38927201258742694,0.3118176010748325
HON,0.44933478007004946,-0.2756056836949231,0.3115319382225879
ORLY,0.44708810115601283,-0.27377139094468217,0.31020240568367174
NSC,0.5114372941898297,-0.41009903377840473,0.3063877773006274
NOW,0.5499827953926509,-0.490016954456723,0.30497431816428944
STT,0.4707477225278551,-0.33440921880447594,0.3035431131256171
HLT,0.5252454841969316,-0.4526006810294383,0.2989451436822125
GWW,0.477379806618045,-0.36273863228225667,0.2960104904769167
BK,0.4632200515591517,-0.3384855612202017,0.29397727094905085
NRG,0.5527500878817868,-0.5225237298197007,0.29148822297193644
FFIV,0.4679008969739268,-0.35910758069530513,0.2883471066262742
ZBRA,0.5324801981850146,-0.49565703716729514,0.284651679601367
A,0.4866289102015738,-0.4115341233361064,0.2808618485335206
SHW,0.4716908562133038,-0.38963996710388216,0.27687087266136273
J,0.47365048934353465,-0.40165388375132904,0.27282354746787013
TRGP,0.5972571170378559,-0.6561368175616338,0.269188708257039
CRH,0.455777538450994,-0.37652474651698575,0.2675151651925011
FITB,0.49764089036832676,-0.46050030307552436,0.2673907388305646
AOS,0.39236967700113046,-0.2512318839704082,0.26675373501592636
ETN,0.4343834565553185,-0.3397887180770477,0.26448909751679467
IVZ,0.510641110961097,-0.49323938173962056,0.2640214200912867
MCK,0.5181474522998214,-0.5100541371224023,0.26312038373862023
HUBB,0.41495064593420994,-0.30462953675258353,0.2626358775579182
